islandId,iteration,populationSize,entitiesDied,entitiesBorn,migrationDelta,best,mean
2,162,110,33,33,0,1,5.290909090909091
0,166,108,32,32,0,2,5.092592592592593
1,166,108,32,32,0,3,5.564814814814815
2,163,110,33,33,0,1,5.254545454545455
2,164,110,33,33,0,1,5.081818181818182
0,167,108,32,32,0,2,5.268518518518518
1,167,108,32,32,0,3,5.75
2,165,110,33,33,0,2,5.1909090909090905
2,166,110,33,33,0,2,5.236363636363636
2,167,110,33,33,0,0,5.181818181818182
0,168,108,32,32,0,2,5.148148148148148
1,168,108,32,32,0,3,5.657407407407407
0,169,108,32,32,0,3,5.416666666666667
1,169,108,32,32,0,2,5.694444444444445
