islandId,iteration,populationSize,entitiesDied,entitiesBorn,migrationDelta,best,mean
3,24,935,280,280,0,85,75.41176470588235
4,20,995,321,321,-75,85,73.52663316582914
4,21,995,298,298,0,83,74.18994974874371
4,22,995,298,298,0,84,74.90954773869346
0,25,1005,279,279,75,85,74.62885572139304
1,23,990,297,297,0,82,74.66161616161617
2,20,1000,322,322,-75,84,73.284
3,25,1010,280,280,75,87,76.10792079207921
4,23,995,298,298,0,85,75.43115577889448
0,26,1005,301,301,0,85,75.28457711442786
1,24,990,297,297,0,84,75.3030303030303
2,21,1000,300,300,0,84,73.915
3,26,1010,303,303,0,86,76.65247524752475
4,24,995,298,298,0,85,75.94371859296483
0,27,1005,301,301,0,85,75.88159203980099
0,28,1005,301,301,0,85,76.47661691542288
1,25,990,297,297,0,84,75.84646464646465
2,22,1000,300,300,0,84,74.598
3,27,1010,303,303,0,87,77.31287128712871
3,28,1010,303,303,0,87,77.91188118811881
4,25,995,298,298,0,87,76.5678391959799
0,29,1005,301,301,0,85,76.93930348258706
1,26,990,297,297,0,85,76.41313131313132
2,23,1000,300,300,0,84,75.269
3,29,1010,303,303,0,88,78.4881188118812
4,26,995,298,298,0,87,77.09346733668342
0,30,935,301,301,-70,85,77.16256684491978
1,27,1060,297,297,70,85,77.12075471698114
1,28,1060,318,318,0,84,77.62641509433962
2,24,1000,300,300,0,84,75.792
3,30,939,303,303,-71,90,78.72417465388712
4,27,1066,298,298,71,88,77.93621013133209
0,31,935,280,280,0,86,77.67486631016043
1,29,1060,318,318,0,84,78.17830188679245
2,25,1000,300,300,0,86,76.335
3,31,938,282,281,0,91,79.10767590618337
4,28,1065,320,319,0,87,78.51173708920187
0,32,935,280,280,0,87,78.02780748663102
1,30,986,318,318,-74,87,78.37423935091277
2,26,1074,300,300,74,88,77.22253258845437
2,27,1074,322,322,0,89,77.8975791433892
3,32,938,281,281,0,91,79.50319829424308
4,29,1065,319,319,0,88,79.09107981220657
0,33,935,280,280,0,87,78.46844919786096
0,34,935,280,280,0,88,78.95401069518716
1,31,985,296,295,0,87,78.77868020304568
2,28,1074,322,322,0,89,78.56983240223464
3,33,938,281,281,0,91,79.98294243070363
4,30,990,319,319,-75,88,79.17777777777778
0,35,1010,280,280,75,87,79.77029702970297
1,32,985,295,295,0,88,79.27005076142132
2,29,1074,322,322,0,89,79.05493482309124
3,34,938,281,281,0,89,80.21961620469084
4,31,990,297,297,0,86,79.5969696969697
0,36,1010,303,303,0,88,80.27029702970297
1,33,985,295,295,0,88,79.60101522842639
2,30,999,322,322,-75,89,79.44644644644644
3,35,1013,281,281,75,89,80.97038499506417
4,32,990,297,297,0,88,79.97272727272727
4,33,990,297,297,0,88,80.41010101010102
0,37,1010,303,303,0,89,80.78910891089109
1,34,985,295,295,0,88,79.91167512690356
2,31,998,300,299,0,89,79.86372745490982
3,36,1013,304,304,0,89,81.53899308983218
4,34,990,297,297,0,88,80.82828282828282
0,38,1010,303,303,0,89,81.26435643564356
1,35,985,295,295,0,88,80.31878172588833
1,36,985,295,295,0,89,80.57157360406092
2,32,998,299,299,0,89,80.16533066132264
3,37,1013,304,304,0,89,81.92596248766041
4,35,990,297,297,0,88,81.2060606060606
0,39,1010,303,303,0,89,81.61188118811882
1,37,985,295,295,0,89,80.98071065989848
2,33,998,299,299,0,89,80.58617234468937
3,38,1013,304,304,0,91,82.33168805528135
4,36,990,297,297,0,90,81.4888888888889
0,40,939,303,303,-71,89,81.72523961661342
1,38,1056,295,295,71,89,81.60416666666667
2,34,998,299,299,0,91,81.05511022044088
3,39,1013,304,304,0,91,82.75222112537018
3,40,942,304,304,-71,91,82.92144373673037
4,37,1061,297,297,71,91,82.19415645617342
0,41,938,282,281,0,89,82.02025586353945
1,39,1055,317,316,0,90,82.07582938388626
2,35,998,299,299,0,91,81.48897795591182
3,41,941,283,282,0,90,83.14984059511158
4,38,1061,318,318,0,91,82.66540999057493
0,42,938,281,281,0,91,82.3496801705757
1,40,981,316,316,-74,89,82.22018348623853
2,36,1072,299,299,74,91,82.18003731343283
3,42,941,282,282,0,91,83.47077577045697
4,39,1061,318,318,0,91,83.00942507068802
0,43,938,281,281,0,90,82.71428571428571
1,41,981,294,294,0,89,82.55453618756371
2,37,1071,322,321,0,91,82.67040149393091
3,43,941,282,282,0,91,83.75132837407014
4,40,987,318,318,-74,90,83.10435663627153
0,44,1012,281,281,74,91,83.36462450592886
1,42,981,294,294,0,91,82.79612640163099
2,38,1071,321,321,0,91,83.12605042016807
3,44,941,282,282,0,91,83.9798087141339
4,41,987,296,296,0,90,83.53292806484296
0,45,1011,304,303,0,91,83.79920870425322
1,43,981,294,294,0,91,82.99490316004078
2,39,1071,321,321,0,91,83.47712418300654
3,45,941,282,282,0,91,84.2731137088204
4,42,987,296,296,0,93,83.82674772036474
0,46,1011,303,303,0,92,84.15924826904056
1,44,981,294,294,0,91,83.26299694189602
2,40,996,321,321,-75,91,83.6214859437751
2,41,995,299,298,0,91,83.95778894472362
3,46,1016,282,282,75,91,84.60433070866142
4,43,987,296,296,0,93,83.98885511651469
0,47,1011,303,303,0,92,84.55984174085064
1,45,981,294,294,0,90,83.66156982670744
2,42,995,298,298,0,91,84.15477386934673
3,47,1015,305,304,0,92,84.99310344827586
4,44,987,296,296,0,93,84.25531914893617
0,48,1011,303,303,0,92,84.98615232443126
1,46,981,294,294,0,92,84.11722731906218
2,43,995,298,298,0,91,84.42914572864322
3,48,1015,304,304,0,94,85.3704433497537
4,45,987,296,296,0,93,84.44579533941236
0,49,1011,303,303,0,92,85.32838773491592
1,47,981,294,294,0,91,84.40265035677879
2,44,995,298,298,0,92,84.8321608040201
2,45,995,298,298,0,92,85.07537688442211
